particle,diagonal size,msd power,straightness,dead/alive (0/1)
163,15.524430206389004,1.6382067712438306,0.0900253194271731,0.0
164,13.658245250776243,1.5547972616367385,0.0803542531235687,0.0
165,9.5359492043283,0.8986550895607056,0.0682869647461669,0.0
166,10.130834918291075,0.8982631977560306,0.0556829104678281,0.0
167,6.142841163800278,1.1575257230917506,0.0554911904510932,0.0
168,4.138456633461,0.5878323921539397,0.1179208712287761,0.0
169,8.394587898153034,0.6630836703173565,0.045435180225936,0.0
170,8.571396167816971,0.7395100686558775,0.0832225190295173,0.0
171,3.4383191527770314,0.4875120055654535,0.4529175183826948,0.0
172,2.64793979154473,0.4678743817310087,0.1144264847044303,0.0
173,4.4659145734197985,0.0631031096344244,0.1063130650933982,0.0
174,9.578228178574124,1.0349663380894585,0.2018797413449504,0.0
177,3.231376610754333,0.3979399430214377,0.1587273765589052,0.0
178,5.551485765099073,0.7541772923995151,0.0921487169570542,0.0
179,4.360365260539646,0.501009655485272,0.0849928643266577,0.0
181,6.326331558292786,0.8427697269345777,0.0562733831484576,0.0
182,6.286209957907923,0.9312668469475822,0.1596488379914606,0.0
183,1.782410341897931,1.876707332733086,-9.71484932748048,0.0
188,5.3911248177608595,0.7604574188014435,0.060446879075188,0.0
190,3.694187092314455,0.6971086845828914,0.0707873577412677,0.0
194,1.0800890714217328,0.4320179307490569,0.226329691198185,0.0
197,1.2670696156277983,0.0,-6.906036233017751,0.0
198,3.750920012715236,0.513158591458853,0.2113445147253567,0.0
201,2.361194438418844,1.2143351617747604,0.1032586960718511,0.0
202,4.033313666075297,0.7110893324407485,-21.983172805576796,0.0
203,5.454087517772622,0.7731866235553368,0.3056447606633687,0.0
204,1.613862646645282,0.4518689915725595,0.3389845712916217,0.0
205,1.1636242601671372,0.6841293765197584,0.8233695015049336,0.0
206,4.405026328407827,-0.1669733155396504,0.0686218115455141,0.0
209,5.079954703324884,0.6464878348045766,0.2127314256838823,0.0
210,4.59940199779645,0.0,-25.06858064878977,0.0
211,5.198748709237647,1.1161586711572042,0.1990820669702188,0.0
214,5.83293665853543,0.4253449281211083,0.1330690020905474,0.0
218,26.178103243513863,1.167295980536165,0.0885361708442093,1.0
219,7.691883669991717,0.5105419693554107,0.0660922725835746,0.0
220,11.050947645076777,0.0,-60.23208504472646,1.0
225,5.50558690455679,0.4903261880361376,0.1926995899909604,0.0
226,2.4969859540043204,0.4635503236298355,0.6988992975810303,0.0
228,2.803677509763015,0.7718897375390187,-15.281163899212336,0.0
232,3.542234775874566,0.4140565615100723,0.122563966064342,0.0
234,2.497550499246659,1.385548887069295,0.358652511145164,0.0
235,2.5511161040140977,0.6203890604215812,0.0719285139749055,0.0
236,16.93962810903522,1.243566318847623,0.1468507735129049,1.0
242,7.54375728643164,0.5874539010538957,-41.11649471396701,0.0
245,2.534610197319003,0.1754107571973567,-13.814639419467492,0.0
247,6.6112035336640185,0.1828536138897109,0.0455043778694522,0.0
250,6.526340587366434,-0.0315909352261045,-35.57116673738201,0.0
251,2.778358108581448,-0.2602827477921154,0.379905398231958,0.0
255,3.3984853953419405,0.0,-18.523104798771712,0.0
258,7.977266095360387,0.0,-43.479291126152255,1.0
263,2.2009255935966667,1.389195056260962,-11.995924855339272,0.0
264,1.082367186760783,0.0,-5.899334114720971,0.0
265,2.8944789942444253,0.6404833302267954,0.1573328532960987,0.0
268,6.586179247739738,0.2810736990215376,-35.89731137188066,0.0
271,3.201246837903144,0.0,-17.448075765307294,0.0
304,14.283984212803968,0.0,-77.85342755346674,1.0
309,19.476130852690037,0.866122797171774,0.1217531630252937,1.0
380,7.950994215975088,0.0,-43.33609887475062,1.0
411,65.45518023904222,1.6881909654286584,0.090629856615902,1.0
0,5.085377343712637,1.3356487716616416,0.08113004083794,0.0
1,4.054923955948786,-0.0995829671917671,0.3466097815847883,0.0
2,4.42147241916442,0.1999101792260319,0.0414801505332582,0.0
3,5.793530025794684,1.0025273540397144,0.0630205674889187,0.0
4,8.555812247920889,0.8776607929935822,0.1815056402360049,0.0
5,4.276829200363649,0.7760281389257796,0.0384713800188526,0.0
6,5.48045098677373,0.9862265422998168,0.05649385953409,0.0
7,4.279878847422423,0.5691896579453088,0.0613387730582592,0.0
8,2.3265092563923777,0.4573697296355485,-12.680406051041016,0.0
9,5.218689638421516,0.9882633919353292,0.0537797529434762,0.0
10,5.642501101898003,1.088100552834042,0.0558548103025281,0.0
11,6.1871375717704025,0.7111780746288453,0.0742042607976597,0.0
12,3.895899302300634,0.7557298764569105,0.0483756649801403,0.0
13,9.764970024843883,1.3577467944377255,0.064773643726382,0.0
14,3.803912656064219,-0.0623542836040207,0.1987147332985833,0.0
17,8.62023178678466,1.0101227833172168,0.2045183577701529,0.0
18,6.9746345281464714,1.1329438785073995,0.0565663797433213,0.0
19,5.954656196057057,0.4398834014774097,0.0427593644440182,0.0
20,3.516700961376946,0.9079719334302908,0.2055522038251014,0.0
64,7.9152674781224865,0.0,-43.1413738627588,1.0
275,14.624425690100969,0.0,-79.7089697813263,1.0
0,1.393455567699483,0.9068031647577638,0.1560719577756774,0.0
1,3.062182566072957,0.6543190336183089,0.1793004848683411,0.0
3,6.962200804814567,0.9096382324360196,0.048949010430417,0.0
4,5.210369872371087,0.7087989136512282,0.0433811969975003,0.0
6,4.674032723837388,0.9597260562042148,0.0581338414862879,0.0
7,4.503990131393647,0.4593435027351757,0.0492105922113952,0.0
8,45.90338032727913,1.8835701578408817,0.1286931302992322,1.0
9,5.5508502687744325,0.4506094670801819,0.064941415441587,0.0
11,2.4505160790047262,0.6117834662396129,-13.35629283700736,0.0
12,4.143404293769724,0.90740940575253,0.197818648457504,0.0
14,7.605168069185777,1.0897929204081287,0.0641545503843363,0.0
15,4.102226609513325,0.0870682108230601,0.0635351350001382,0.0
16,3.3322539286315433,0.3935425188527638,0.0388453210491365,0.0
17,3.5595252862384217,0.5777304319192853,0.0998016944883084,0.0
18,3.653131884230695,0.4115388975556676,0.0580552461161867,0.0
19,3.128092182250192,0.0259233747002606,0.0778777470643293,0.0
20,5.859237224848667,0.52940718773298,0.0727350940361603,0.0
296,10.916696723791834,0.0,-59.50036382335501,1.0
377,18.634885172584408,1.7806234251258055,0.1679529078489952,1.0
7,73.45862761162805,1.663198739411306,0.0730414854696765,1.0
82,45.03417080396573,1.5689700606382972,0.0737921854836551,1.0
305,91.66105176059394,1.1981793415046489,0.0784858589065859,1.0
541,40.67503892826232,1.7547474076133505,0.0869122287335359,1.0
761,10.99219663506512,0.5907892042953995,0.0587466678537605,1.0
885,14.771797922596496,0.5790790179429518,0.0170887884771098,1.0
301,86.76212530416781,1.345261275482514,0.0758296666303493,1.0
0,2.57694003065591,0.02404395688506944,0.0729495954439459,0.0
1,10.997766582858485,1.1786732170450722,0.06917984253599122,0.0
2,5.025120924892543,1.026913018308184,0.060216523098371756,0.0
3,5.23988009154336,1.0575566715422102,0.05112990648443652,0.0
7,5.302363093992075,0.07610889944916432,0.06098962497149303,1.0
20,5.147155459859328,1.0461564496520634,0.04723706618444322,1.0
52,1.5070548676704882,0.41207834066709204,0.6878649111647923,0.0
83,6.244979908647452,0.44977432186504007,0.059097913354191664,1.0
